applicant_id,year,month,total_inflow,total_outflow,txn_count,unique_counterparties,inflow_volatility
89,2024,8,724827.81,462378.63,199,49,0.5141
89,2024,9,588151.48,458155.44,191,55,0.1294
89,2024,10,862791.13,529930.66,142,17,0.0939
89,2024,11,1425741.88,1264568.28,72,8,0.3549
89,2024,12,1510889.56,1149508.19,299,29,0.3522
90,2024,1,1586826.2,1279771.22,107,28,0.1925
90,2024,2,1504820.15,1122113.39,135,53,0.5757
90,2024,3,869336.74,761146.41,50,29,0.3325
90,2024,4,1452414.26,1071812.18,107,7,0.2596
90,2024,5,2495571.95,2014068.54,341,20,0.1083
90,2024,6,958036.23,785773.45,38,37,0.0826
90,2024,7,2025636.71,1322294.21,70,11,0.3457
90,2024,8,2518325.12,2288945.92,329,33,0.4625
90,2024,9,1751975.96,1243460.44,230,23,0.2462
90,2024,10,1186312.26,1131916.44,129,17,0.4709
90,2024,11,839909.39,776138.89,54,48,0.3028
90,2024,12,2001172.93,1761072.29,143,17,0.151
91,2024,1,1362443.2,1157769.25,143,9,0.2015
91,2024,2,1365850.27,1328420.43,157,32,0.4841
91,2024,3,1177432.7,1035673.99,76,7,0.5048
91,2024,4,666870.81,539860.18,70,6,0.1395
91,2024,5,1666648.43,1262462.88,222,38,0.0384
91,2024,6,1614599.6,1013198.94,44,17,0.3454
91,2024,7,894435.77,798361.2,116,34,0.5062
91,2024,8,961141.56,598575.56,146,29,0.5538
91,2024,9,1621318.41,1284924.82,88,32,0.575
91,2024,10,1220262.0,943952.82,227,38,0.1358
91,2024,11,838231.6,596426.93,55,18,0.4224
91,2024,12,1202947.79,911769.08,88,15,0.372
92,2024,1,387038.28,259580.87,57,22,0.0825
92,2024,2,315019.03,213533.35,106,29,0.2214
92,2024,3,401424.6,306061.59,184,7,0.3171
92,2024,4,391457.2,360269.55,74,46,0.0844
92,2024,5,329850.08,278879.81,124,31,0.2078
92,2024,6,422692.51,308495.03,35,17,0.1462
92,2024,7,405148.98,364706.53,183,29,0.0266
92,2024,8,395969.32,347328.61,168,11,0.1601
92,2024,9,422744.35,336706.83,51,10,0.2044
92,2024,10,651847.6,430308.63,95,8,0.0944
92,2024,11,649153.22,514508.49,21,37,0.1039
92,2024,12,643554.63,562454.95,66,17,0.1279
93,2024,1,1097002.71,905319.19,153,10,0.0562
93,2024,2,1143638.72,898655.26,164,46,0.4325
93,2024,3,1145554.65,1004080.83,110,10,0.1364
93,2024,4,1172033.47,750071.31,167,41,0.0194
93,2024,5,1172670.15,918132.98,42,48,0.0522
93,2024,6,976201.99,639721.36,118,51,0.023
93,2024,7,909811.93,663196.32,100,39,0.0072
93,2024,8,1001138.31,866797.15,45,35,0.0898
93,2024,9,1078588.32,896507.68,160,15,0.1458
93,2024,10,1192882.32,930098.83,114,32,0.089
93,2024,11,952807.08,589568.57,25,34,0.3238
93,2024,12,1204041.56,984745.39,175,8,0.1604
94,2024,1,1027775.52,957793.85,93,40,0.2846
94,2024,2,1126261.75,918283.21,62,21,0.0167
94,2024,3,1261552.54,1108128.67,41,14,0.3347
94,2024,4,1089938.18,839080.45,22,37,0.0161
94,2024,5,1041581.5,701508.92,126,19,0.1795
94,2024,6,1322906.89,1079746.18,131,16,0.3543
94,2024,7,1105724.34,868603.59,21,27,0.0973
94,2024,8,1118509.72,739939.85,47,45,0.0894
94,2024,9,1135100.23,869380.51,125,38,0.027
94,2024,10,1222204.2,1108425.08,139,16,0.0599
94,2024,11,1212948.57,839142.73,54,45,0.1246
94,2024,12,1128443.3,731712.61,171,17,0.0149
95,2024,1,1434584.63,1197392.45,63,14,0.7425
95,2024,2,926602.1,594109.16,122,35,0.0712
95,2024,3,1005704.9,783371.59,50,26,0.2496
95,2024,4,1640701.54,996555.29,139,16,0.0089
95,2024,5,1263613.58,961586.28,76,10,0.3037
95,2024,6,805570.37,656279.07,125,13,0.2426
95,2024,7,574029.31,494390.25,103,38,0.2158
95,2024,8,1554264.89,1324519.24,291,29,0.5826
95,2024,9,1686639.48,1129481.63,281,9,0.2349
95,2024,10,850544.83,579265.89,153,5,0.276
95,2024,11,689189.08,663865.92,80,33,0.4194
95,2024,12,1422504.1,1349692.43,106,48,0.0888
96,2024,1,883467.95,640055.09,64,13,0.0648
96,2024,2,891272.47,540498.27,67,7,0.0567
96,2024,3,1031002.32,834515.79,41,44,0.2686
96,2024,4,1105860.92,957701.95,194,28,0.0032
96,2024,5,969507.61,826086.96,68,30,0.2233
96,2024,6,881116.2,667219.68,156,19,0.2968
96,2024,7,1053882.84,659763.13,22,51,0.0046
96,2024,8,966448.6,831735.76,129,17,0.076
96,2024,9,921032.16,704125.27,136,48,0.1821
96,2024,10,1090431.92,739516.72,172,7,0.2327
96,2024,11,1007733.44,781504.32,157,53,0.1843
96,2024,12,1114139.62,1012586.34,201,40,0.2715
97,2024,1,529084.93,402617.69,121,38,0.4228
97,2024,2,519727.79,436949.87,109,16,0.0246
97,2024,3,550924.1,368138.13,61,38,0.1324
97,2024,4,499238.37,318153.08,115,45,0.2022
97,2024,5,438040.96,384425.15,28,28,0.1319
97,2024,6,413812.24,385581.75,76,33,0.2554
97,2024,7,502193.66,369395.87,21,46,0.2765
97,2024,8,449581.11,395699.12,96,24,0.229
97,2024,9,477753.88,356353.02,192,27,0.0164
97,2024,10,454295.96,365485.22,133,55,0.0466
97,2024,11,432796.41,314685.36,171,21,0.2446
97,2024,12,494303.05,307362.23,58,33,0.3662
98,2024,1,1084347.52,894259.88,126,5,0.0759
98,2024,2,1101140.15,762119.83,135,24,0.1776
98,2024,3,1160785.45,717551.98,150,27,0.0906
98,2024,4,951674.52,777864.86,78,33,0.0338
98,2024,5,981565.68,615354.51,159,46,0.227
98,2024,6,946214.09,751444.42,76,23,0.2085
98,2024,7,1103633.76,695057.42,174,26,0.0072
98,2024,8,909148.11,772080.11,159,17,0.3434
98,2024,9,1111897.02,1015768.03,49,24,0.0495
98,2024,10,877188.89,759005.49,100,16,0.2972
98,2024,11,1092040.66,680159.45,133,14,0.2664
98,2024,12,1060700.75,815189.19,133,29,0.144
99,2024,1,854602.67,646608.06,55,13,0.1794
99,2024,2,837523.23,575057.5,129,37,0.2236
99,2024,3,995960.96,909336.95,139,6,0.022
99,2024,4,986012.79,829977.87,100,33,0.1975
99,2024,5,1111781.65,840970.66,126,28,0.1747
99,2024,6,961050.86,726257.24,26,11,0.1092
99,2024,7,948148.22,831183.34,60,42,0.1781
99,2024,8,996871.62,612234.31,143,49,0.0845
99,2024,9,1093929.16,957544.04,83,5,0.1131
99,2024,10,1088415.29,880260.94,119,18,0.0264
99,2024,11,875616.26,787167.99,117,17,0.0455
99,2024,12,951593.6,580684.26,104,22,0.0654
100,2024,1,723620.14,591345.64,74,10,0.1123
100,2024,2,650416.93,606490.68,61,33,0.2065
100,2024,3,687094.28,636024.15,27,36,0.0976
100,2024,4,862167.49,549494.58,118,49,0.2045
100,2024,5,794086.8,584465.35,165,29,0.1031
100,2024,6,722544.62,607526.61,48,28,0.2383
100,2024,7,805072.88,592971.29,80,27,0.0326
100,2024,8,668267.24,409696.77,25,35,0.227
100,2024,9,719687.9,452818.51,70,28,0.0093
100,2024,10,1112671.3,894843.09,148,11,0.0078
100,2024,11,1225129.2,890250.44,117,12,0.1823
100,2024,12,1217420.95,931510.73,42,12,0.0412
101,2024,1,1332216.63,924218.72,195,47,0.2655
101,2024,2,1274175.03,877435.12,32,40,0.1397
101,2024,3,1251579.96,779881.96,97,15,0.1679
101,2024,4,1187464.85,861913.77,175,37,0.248
101,2024,5,1376626.01,1029858.37,132,9,0.0236
101,2024,6,1400677.28,1109334.61,110,19,0.1169
101,2024,7,1377872.52,1062418.13,82,13,0.0673
101,2024,8,1407979.07,1146723.47,217,21,0.0028
101,2024,9,1289369.92,1151684.43,41,29,0.0953
101,2024,10,1272791.95,905312.73,148,13,0.1251
101,2024,11,1276200.64,950769.41,185,11,0.0404
101,2024,12,1365542.96,985674.85,197,38,0.4486
102,2024,1,1103520.71,1033190.65,221,21,0.1594
102,2024,2,1426900.21,1219649.83,67,25,0.4973
102,2024,3,1096323.67,926965.34,249,48,0.2241
102,2024,4,1006091.67,918701.17,46,5,0.5376
102,2024,5,948415.07,699495.56,234,46,0.3378
102,2024,6,865621.88,785930.15,103,23,0.1695
102,2024,7,1091402.22,872558.72,159,44,0.3623
102,2024,8,619405.2,584928.53,95,20,0.3543
102,2024,9,944325.75,818881.75,203,39,0.4449
102,2024,10,1209120.71,1072260.44,198,18,0.0831
102,2024,11,1224370.48,1140480.76,96,33,0.3826
102,2024,12,873731.06,773044.36,119,42,0.1476
103,2024,1,1024435.6,814992.81,139,9,0.0813
103,2024,2,1282656.64,1044301.67,224,19,0.089
103,2024,3,1065024.2,699508.88,26,7,0.2237
103,2024,4,1247835.31,1013363.56,87,40,0.1379
103,2024,5,1200156.19,772148.98,87,40,0.0464
103,2024,6,1094422.17,964732.44,139,29,0.1035
103,2024,7,1150673.4,754585.75,134,38,0.2925
103,2024,8,1288761.07,1144806.71,98,47,0.0128
103,2024,9,1041738.37,893388.52,154,15,0.1542
103,2024,10,1255153.86,780842.12,100,29,0.2274
103,2024,11,1003755.73,760441.1,95,29,0.0509
103,2024,12,1217433.35,847453.07,199,18,0.0565
104,2024,1,592882.69,377560.07,87,5,0.267
104,2024,2,726099.42,579309.87,132,48,0.0991
104,2024,3,622583.71,451932.05,188,7,0.0226
104,2024,4,732116.04,425618.99,109,28,0.0765
104,2024,5,641688.87,413480.07,142,25,0.0766
104,2024,6,696429.99,648558.67,134,7,0.0043
104,2024,7,593888.74,534948.02,162,35,0.1926
104,2024,8,641025.8,543591.41,130,23,0.1021
104,2024,9,605364.14,544816.09,139,46,0.2081
104,2024,10,570017.14,437914.49,160,7,0.0257
104,2024,11,698694.84,685667.08,176,44,0.2115
104,2024,12,690943.09,414810.87,62,27,0.1341
105,2024,1,409213.23,322227.87,176,42,0.3204
105,2024,2,533912.9,417666.11,55,38,0.5027
105,2024,3,469460.85,313751.52,71,48,0.426
105,2024,4,238775.63,150764.45,33,6,0.2754
105,2024,5,484617.07,331494.69,244,35,0.1623
105,2024,6,182665.44,151202.75,15,38,0.475
105,2024,7,570211.6,399011.19,77,24,0.4542
105,2024,8,206981.68,161007.31,21,28,0.0577
105,2024,9,529099.42,416759.69,185,37,0.28
105,2024,10,582648.09,452928.79,84,8,0.2704
105,2024,11,318392.58,202742.48,60,47,0.3468
105,2024,12,229531.87,195113.36,34,21,0.5032
106,2024,1,955427.54,616913.53,143,14,0.1233
106,2024,2,1112653.67,789545.97,102,11,0.1327
106,2024,3,765561.75,722118.89,19,27,0.1661
106,2024,4,777386.83,573783.8,178,6,0.1126
106,2024,5,871363.92,564003.9,27,21,0.2448
106,2024,6,812072.85,499434.69,172,34,0.2185
106,2024,7,762793.53,479364.91,69,51,0.0891
106,2024,8,968250.91,597966.87,190,47,0.1657
106,2024,9,717477.95,482354.49,25,55,0.1075
106,2024,10,914616.05,811141.95,49,27,0.0247
106,2024,11,802382.19,546468.55,148,12,0.3238
106,2024,12,863279.88,629876.25,167,22,0.0057
107,2024,1,975572.66,656871.64,76,10,0.0402
107,2024,2,1058124.43,958595.53,24,41,0.1113
107,2024,3,1212852.09,1063637.84,132,8,0.2545
107,2024,4,944202.45,885414.52,164,10,0.221
107,2024,5,1082139.91,823187.97,72,32,0.0467
107,2024,6,1046045.53,995006.01,138,10,0.1885
107,2024,7,1229244.97,1128161.03,78,20,0.0992
107,2024,8,1119621.15,1104665.95,41,5,0.0611
107,2024,9,1180248.99,757323.43,30,25,0.1309
107,2024,10,1155283.49,1042168.97,139,32,0.2477
107,2024,11,972088.2,675469.36,106,25,0.1398
107,2024,12,959367.38,681129.37,84,15,0.0855
108,2024,1,670233.53,403676.21,131,31,0.1153
108,2024,2,880736.99,513464.87,66,6,0.1206
108,2024,3,790290.38,531645.61,149,20,0.1113
108,2024,4,789621.06,649354.87,200,8,0.1095
108,2024,5,856139.24,544303.47,188,24,0.0931
108,2024,6,700676.37,565167.14,136,31,0.1
108,2024,7,850248.75,743857.39,141,22,0.0865
108,2024,8,901088.64,877786.82,201,29,0.026
108,2024,9,728765.1,477281.3,172,49,0.1268
108,2024,10,1078295.0,706402.05,169,7,0.0785
108,2024,11,1433539.99,1198945.1,81,16,0.1223
108,2024,12,1422550.87,924922.39,197,5,0.2843
109,2024,1,399750.99,283627.98,63,49,0.2994
109,2024,2,697666.34,625102.68,66,6,0.5642
109,2024,3,334881.41,310940.75,112,37,0.4995
109,2024,4,836471.02,693870.62,216,46,0.4295
109,2024,5,342150.9,300745.08,80,22,0.2866
109,2024,6,333596.51,236066.28,91,12,0.4767
109,2024,7,855942.7,608913.85,40,15,0.5846
109,2024,8,855547.17,667120.29,206,42,0.4927
109,2024,9,649146.91,595098.13,108,6,0.3769
109,2024,10,772296.87,487431.27,106,5,0.2382
109,2024,11,1009569.95,731565.85,177,33,0.4038
109,2024,12,1545350.37,1141003.47,72,31,0.2893
110,2024,1,768629.25,590882.36,153,16,0.643
110,2024,2,1153166.53,836283.33,288,16,0.0206
110,2024,3,535739.58,423605.0,119,20,0.5755
110,2024,4,726732.69,437746.2,143,29,0.3439
110,2024,5,1130853.0,842515.66,90,29,0.0949
110,2024,6,560808.02,534413.45,111,10,0.3114
110,2024,7,1354515.97,1048279.28,194,46,0.1586
110,2024,8,1097328.61,783887.16,61,58,0.4209
110,2024,9,1018945.24,807251.62,226,28,0.2657
110,2024,10,868945.82,786321.66,138,31,0.5775
110,2024,11,426526.72,385760.27,61,27,0.2644
110,2024,12,627875.55,584276.77,60,18,0.4064
111,2024,1,931552.96,570369.04,145,22,0.0896
111,2024,2,1059479.69,732362.49,141,15,0.0404
111,2024,3,969096.96,807847.74,161,23,0.0754
111,2024,4,874949.46,534610.57,61,16,0.0425
111,2024,5,961293.29,772274.79,179,38,0.0541
111,2024,6,894386.37,839460.09,177,6,0.3658
111,2024,7,968618.83,888592.8,53,41,0.0328
111,2024,8,964794.28,665160.82,45,21,0.001
111,2024,9,949356.15,708080.32,204,22,0.0618
111,2024,10,854103.97,783631.82,30,30,0.2019
111,2024,11,870470.46,784085.78,181,6,0.0424
111,2024,12,807610.49,742457.12,37,10,0.4494
112,2024,1,582727.0,451579.83,97,33,0.0015
112,2024,2,640202.33,578935.22,161,36,0.0086
112,2024,3,491009.01,366463.04,118,45,0.1581
112,2024,4,544417.57,315981.36,54,21,0.0206
112,2024,5,572583.43,461913.69,187,32,0.1949
112,2024,6,482928.62,312013.11,133,36,0.0558
112,2024,7,643297.34,390432.76,163,10,0.186
112,2024,8,634489.92,551133.26,140,44,0.0869
112,2024,9,565825.16,352406.07,80,14,0.1615
112,2024,10,635496.53,394268.33,132,38,0.2454
112,2024,11,544703.2,408371.58,105,6,0.0392
112,2024,12,618256.98,415216.22,210,13,0.0092
113,2024,1,759523.21,632092.15,136,38,0.0849
113,2024,2,793890.73,571765.21,152,18,0.074
113,2024,3,671588.43,500819.42,200,10,0.0745
113,2024,4,668050.77,586745.76,23,41,0.1854
113,2024,5,572955.15,564717.27,131,45,0.2615
113,2024,6,633674.51,540722.0,186,28,0.3426
113,2024,7,660995.76,498710.28,24,50,0.1203
113,2024,8,653607.02,451936.86,50,17,0.0615
113,2024,9,593077.85,444828.22,118,20,0.074
113,2024,10,627390.06,602999.29,64,24,0.0094
113,2024,11,566122.82,521294.13,66,24,0.2741
113,2024,12,654720.83,522955.13,211,17,0.093
114,2024,1,776484.88,498385.28,37,25,0.1283
114,2024,2,727378.25,540533.06,91,13,0.0247
114,2024,3,576133.39,515007.79,107,14,0.2503
114,2024,4,542230.53,488265.99,155,23,0.3167
114,2024,5,493492.26,355855.28,22,16,0.0385
114,2024,6,603675.24,520655.04,217,38,0.132
114,2024,7,589930.81,398132.0,80,12,0.1637
114,2024,8,606301.23,542323.63,85,22,0.2491
114,2024,9,478306.67,374780.07,137,23,0.4153
114,2024,10,500889.64,383218.03,25,21,0.0627
114,2024,11,471749.58,386021.6,48,21,0.1518
114,2024,12,526159.3,470495.85,87,20,0.0121
115,2024,1,891780.43,785974.85,130,24,0.2151
115,2024,2,999357.13,750437.56,52,40,0.1221
115,2024,3,837428.33,569716.73,26,32,0.1234
115,2024,4,791110.3,711257.4,80,42,0.0685
115,2024,5,716815.5,418984.35,128,19,0.0853
115,2024,6,861644.93,656967.76,73,20,0.076
115,2024,7,820507.68,516803.33,121,10,0.1378
115,2024,8,851314.35,627500.8,33,15,0.2475
115,2024,9,691269.46,451254.36,152,44,0.1045
115,2024,10,881793.77,543117.42,182,13,0.1127
115,2024,11,743388.8,538786.8,89,24,0.1316
115,2024,12,755653.59,588667.61,170,10,0.1626
116,2024,1,375109.16,353655.01,115,11,0.0771
116,2024,2,358405.26,304993.52,110,43,0.3248
116,2024,3,429451.56,387501.72,184,10,0.1454
116,2024,4,429987.0,377057.78,80,12,0.1872
116,2024,5,423858.52,293278.63,96,12,0.1317
116,2024,6,359560.61,284566.67,172,4,0.0173
116,2024,7,392395.62,345906.43,79,8,0.0543
116,2024,8,441364.15,321296.75,68,27,0.0374
116,2024,9,408327.89,386408.31,124,10,0.2096
116,2024,10,535557.02,507268.26,84,10,0.2002
116,2024,11,616181.19,426636.44,169,27,0.2977
116,2024,12,645210.27,494783.73,161,28,0.0715
117,2024,1,619175.82,601734.47,185,4,0.3371
117,2024,2,667741.29,603681.24,56,46,0.1153
117,2024,3,567070.2,547864.98,68,5,0.0642
117,2024,4,480444.39,432739.77,50,11,0.0825
117,2024,5,471428.07,326147.92,149,51,0.1251
117,2024,6,462906.12,409558.55,71,21,0.4355
117,2024,7,586051.16,394206.69,123,30,0.0654
117,2024,8,475491.59,401666.83,44,41,0.0035
117,2024,9,470711.55,335353.11,104,22,0.1097
117,2024,10,464308.38,425678.17,137,10,0.0485
117,2024,11,454110.96,406415.97,78,47,0.177
117,2024,12,463594.51,317427.2,49,24,0.1436
118,2024,1,449288.03,407323.93,90,46,0.0939
118,2024,2,599288.73,543603.75,41,18,0.1256
118,2024,3,506227.17,378646.66,73,54,0.2736
118,2024,4,868103.37,703642.04,89,11,0.4731
118,2024,5,895687.25,810465.69,142,32,0.1941
118,2024,6,929183.44,713950.54,259,15,0.2493
118,2024,7,898929.88,569798.45,247,19,0.2582
118,2024,8,432395.16,333774.98,42,43,0.6163
118,2024,9,681545.09,625298.08,48,30,0.0684
118,2024,10,1026637.51,643791.57,191,33,0.5335
118,2024,11,975433.26,724971.17,249,34,0.4666
118,2024,12,764953.14,586815.62,161,37,0.2673
119,2024,1,262030.1,174371.05,110,19,0.0619
119,2024,2,271068.06,234426.41,183,20,0.0654
119,2024,3,270491.54,215929.11,144,32,0.2889
119,2024,4,269389.33,208818.31,41,32,0.0037
119,2024,5,285385.11,203070.47,125,11,0.1542
119,2024,6,316729.92,260341.67,139,10,0.3554
119,2024,7,257681.63,190955.68,104,23,0.24
119,2024,8,306654.38,288594.48,128,14,0.0382
119,2024,9,317235.22,251352.67,211,36,0.0818
119,2024,10,290978.13,241855.28,131,33,0.2222
119,2024,11,313021.24,227745.89,100,19,0.0577
119,2024,12,324244.28,228346.64,36,45,0.3395
120,2024,1,198901.25,163576.87,35,19,0.2213
120,2024,2,371454.2,236314.59,97,4,0.2268
120,2024,3,509680.51,455199.5,188,6,0.0672
120,2024,4,427838.86,364168.77,288,42,0.566
120,2024,5,227708.42,186368.2,17,27,0.3736
120,2024,6,179275.6,161939.21,107,31,0.4411
120,2024,7,472770.14,313626.12,36,49,0.2817
120,2024,8,309608.96,194616.58,40,24,0.3865
120,2024,9,253884.06,226582.78,45,30,0.0749
120,2024,10,303925.89,266952.15,182,12,0.2667
120,2024,11,255625.68,199657.64,61,20,0.2144
120,2024,12,338430.77,268056.38,198,28,0.461
121,2024,1,452095.11,402101.39,53,20,0.2551
121,2024,2,469833.46,422464.03,105,20,0.1825
121,2024,3,439829.09,403479.38,181,37,0.1444
121,2024,4,383815.83,291432.9,128,12,0.3847
121,2024,5,460979.2,324424.0,210,4,0.036
121,2024,6,480581.8,385759.93,57,20,0.0993
121,2024,7,407654.07,312855.94,154,27,0.0143
121,2024,8,421358.84,308069.88,131,35,0.0755
121,2024,9,425011.97,398139.51,68,24,0.0327
121,2024,10,424464.26,364034.16,175,15,0.2324
121,2024,11,426529.47,353334.55,61,33,0.1546
121,2024,12,451310.55,393214.36,91,29,0.0877
122,2024,1,190775.55,150842.77,28,34,0.1205
122,2024,2,464513.88,397331.57,125,16,0.2807
122,2024,3,341913.44,296229.98,188,13,0.2776
122,2024,4,383680.13,255899.68,158,28,0.5091
122,2024,5,338760.11,297453.09,42,41,0.3835
122,2024,6,533246.34,496991.81,257,36,0.4878
122,2024,7,359180.34,294798.96,64,41,0.3222
122,2024,8,367167.3,244572.37,83,44,0.2423
122,2024,9,462837.7,418542.33,149,25,0.0452
122,2024,10,303604.04,187640.42,68,12,0.8898
122,2024,11,463211.07,291692.09,169,43,0.1054
122,2024,12,475582.08,287128.1,77,6,0.2434
123,2024,1,841465.77,819486.63,23,15,0.1232
123,2024,2,824467.25,683976.94,122,25,0.0252
123,2024,3,728517.01,485999.27,171,43,0.1068
123,2024,4,880849.46,815531.52,179,17,0.165
123,2024,5,798875.8,534599.72,144,33,0.105
123,2024,6,720401.36,655340.62,65,51,0.2459
123,2024,7,703671.69,505250.32,111,19,0.031
123,2024,8,851098.44,750193.23,21,17,0.1645
123,2024,9,738978.08,683048.48,165,35,0.1621
123,2024,10,1622065.97,1411114.44,36,31,0.167
123,2024,11,1533219.83,935295.33,212,15,0.3345
123,2024,12,1565508.22,1412039.14,42,30,0.3039
124,2024,1,934041.58,806710.98,155,7,0.3405
124,2024,2,733375.14,458486.33,42,27,0.0039
124,2024,3,923798.27,620921.79,130,32,0.1536
124,2024,4,744544.9,469626.17,170,31,0.0866
124,2024,5,896570.4,826685.63,85,50,0.1841
124,2024,6,831200.44,656543.48,121,33,0.1102
124,2024,7,773473.19,486388.44,89,26,0.1575
124,2024,8,918510.01,604554.08,100,4,0.0867
124,2024,9,738109.92,452776.77,90,37,0.2568
124,2024,10,1667214.21,1131285.05,183,23,0.0943
124,2024,11,1406705.66,1136366.48,101,4,0.0888
124,2024,12,1560910.51,1116820.65,91,18,0.025
125,2024,1,358100.65,333395.83,73,15,0.0384
125,2024,2,347653.86,286921.31,96,31,0.035
125,2024,3,357363.11,248017.54,49,42,0.2356
125,2024,4,336417.4,251913.47,36,28,0.1367
125,2024,5,304870.24,288490.23,187,50,0.0577
125,2024,6,318473.12,204390.28,149,25,0.4043
125,2024,7,319211.35,227134.19,94,59,0.105
125,2024,8,308300.91,241478.17,188,24,0.1417
125,2024,9,282211.89,228280.14,95,53,0.1668
125,2024,10,420980.85,337843.54,46,24,0.0546
125,2024,11,435509.24,271121.73,182,27,0.2139
125,2024,12,709744.49,671738.8,53,48,0.0088
126,2024,1,1466149.81,1015093.06,154,42,0.135
126,2024,2,1423996.35,987204.11,96,16,0.0781
126,2024,3,1456190.59,938829.93,166,50,0.1827
126,2024,4,1457356.19,996803.55,35,47,0.1567
126,2024,5,1241195.03,1110438.82,24,52,0.1765
126,2024,6,1495970.65,1232943.17,168,40,0.064
126,2024,7,1598281.46,1479462.22,134,12,0.1779
126,2024,8,1443406.16,955771.23,117,11,0.3627
126,2024,9,1462674.49,1247699.06,90,13,0.1752
126,2024,10,1622424.8,1215067.28,153,6,0.0701
126,2024,11,1374522.15,942961.85,101,25,0.1652
126,2024,12,1341650.32,1218087.77,171,36,0.0989
127,2024,1,2084999.64,1338003.1,153,33,0.5523
127,2024,2,1805888.52,1354546.87,65,29,0.4496
127,2024,3,1622540.05,1088419.17,327,37,0.3136
127,2024,4,753086.51,698806.21,34,10,0.2812
127,2024,5,544294.61,369401.36,45,18,0.066
127,2024,6,1222726.35,802523.0,110,12,0.3056
127,2024,7,1143235.78,995657.33,57,20,0.4386
127,2024,8,542437.33,362534.86,34,6,0.0684
127,2024,9,676815.96,499325.83,51,25,0.459
127,2024,10,971375.73,767416.28,100,9,0.3001
127,2024,11,1632391.51,1564771.08,257,24,0.3469
127,2024,12,1394249.69,1198538.15,218,51,0.0302
128,2024,1,492374.24,325349.05,93,16,0.1406
128,2024,2,448566.51,308531.35,83,41,0.0927
128,2024,3,381340.98,280747.64,73,39,0.0448
128,2024,4,366536.51,322857.57,113,21,0.0009
128,2024,5,297926.49,211111.49,19,22,0.1894
128,2024,6,298666.64,261460.93,138,25,0.181
128,2024,7,380975.61,225058.05,96,43,0.0969
128,2024,8,350547.63,324052.2,92,50,0.0573
128,2024,9,369360.91,223098.77,124,10,0.006
128,2024,10,398419.26,297953.6,168,12,0.0144
128,2024,11,321535.51,263961.39,27,16,0.0097
128,2024,12,349437.05,259564.38,158,19,0.3779
129,2024,1,977742.0,787173.19,131,7,0.272
129,2024,2,832020.54,767529.9,116,56,0.2565
129,2024,3,828097.68,574493.64,40,18,0.0385
129,2024,4,901928.41,537271.24,87,11,0.2036
129,2024,5,974580.11,707519.48,104,42,0.1786
129,2024,6,976462.57,709828.36,109,18,0.2037
129,2024,7,889917.96,795068.03,28,33,0.1475
129,2024,8,1060284.89,682525.71,80,43,0.2325
129,2024,9,968408.27,834542.6,97,45,0.1799
129,2024,10,921532.38,645829.15,120,43,0.0989
129,2024,11,1083267.35,694112.04,175,15,0.0903
129,2024,12,933185.02,623441.57,90,22,0.1166
130,2024,1,329045.04,241406.22,18,7,0.1488
130,2024,2,396775.16,261472.62,122,11,0.0581
130,2024,3,391436.28,331452.84,31,40,0.1503
130,2024,4,393916.35,288421.17,163,24,0.1633
130,2024,5,377798.77,297465.89,39,29,0.0627
130,2024,6,406311.67,293799.66,206,23,0.1299
130,2024,7,380718.06,263001.75,165,50,0.1857
130,2024,8,409809.31,375571.86,76,19,0.1998
130,2024,9,338524.93,206297.06,132,29,0.039
130,2024,10,425735.66,391388.57,102,26,0.1835
130,2024,11,392635.35,318265.87,111,25,0.0805
130,2024,12,435257.53,333420.76,195,18,0.1128
131,2024,1,659934.32,574866.75,90,37,0.1884
131,2024,2,610709.17,451728.76,75,11,0.3541
131,2024,3,690485.67,586278.14,35,22,0.0227
131,2024,4,690236.56,413159.91,64,7,0.1642
131,2024,5,666273.86,491114.62,140,53,0.0551
131,2024,6,768596.36,679545.35,113,8,0.1507
131,2024,7,623407.5,553475.84,120,29,0.2104
131,2024,8,794971.02,706022.97,66,22,0.3319
131,2024,9,714209.97,468741.17,131,18,0.0828
131,2024,10,598906.63,480591.71,45,17,0.1469
131,2024,11,698298.1,547194.92,116,12,0.0209
131,2024,12,632017.96,509240.71,57,15,0.0507
132,2024,1,949842.12,750029.49,45,34,0.0896
132,2024,2,1023041.01,927017.59,174,48,0.1415
132,2024,3,1030555.74,793522.2,141,11,0.0087
132,2024,4,1040858.95,697685.22,199,28,0.1183
132,2024,5,848860.42,567735.15,60,40,0.0199
132,2024,6,1003640.64,767342.29,63,19,0.0277
132,2024,7,950103.43,773738.02,22,32,0.0728
132,2024,8,1015901.09,822994.75,99,45,0.1567
132,2024,9,903611.58,769603.76,55,40,0.3834
132,2024,10,1000939.59,918431.43,51,38,0.1067
132,2024,11,955842.46,868644.65,112,23,0.244
132,2024,12,983632.63,792366.56,97,51,0.0422
133,2024,1,207082.81,125228.14,32,17,0.0312
133,2024,2,190040.48,136007.98,35,44,0.0398
133,2024,3,206423.88,138861.31,197,18,0.2151
133,2024,4,204574.33,157854.67,103,25,0.0249
133,2024,5,209315.53,151727.41,189,15,0.1747
133,2024,6,181691.46,167916.23,88,43,0.108
133,2024,7,184812.11,116328.96,66,33,0.1466
133,2024,8,173761.19,143740.46,130,43,0.2764
133,2024,9,201695.71,182236.55,36,34,0.0796
